,VehicleAge,VehOdo,AuctionVal,MakeVal,NationalityVal,VNSTVal,WarrantyCostVal,IsBadBuy,VehBCost,WheelTypeVal
12247,3,52056,2,3,0,3,130,0,8100.0,1
12248,3,70211,2,3,0,3,186,0,6500.0,1
12249,3,70894,2,3,0,3,186,0,6500.0,1
12250,3,58392,2,3,0,3,130,0,7800.0,1
12251,4,60398,2,5,0,3,88,0,4500.0,0
12252,5,73993,2,5,0,3,80,0,4200.0,0
12253,6,66377,2,22,0,3,145,0,4400.0,0
12254,3,64838,2,3,0,3,43,0,6300.0,1
12255,3,50610,2,3,0,3,130,0,7800.0,1
12256,3,86085,2,3,0,3,198,0,5300.0,1
12257,3,73126,2,3,0,3,186,0,6300.0,0
12258,5,41505,2,3,0,3,33,0,4400.0,1
12259,4,40676,2,5,0,3,50,0,5100.0,0
12260,4,48814,2,5,0,3,50,0,5100.0,0
12261,5,46333,2,5,0,3,50,0,4500.0,0
12262,3,75990,2,3,0,3,186,0,6700.0,1
12263,4,72812,2,3,0,3,195,0,5300.0,0
12264,3,65184,2,3,0,3,158,0,7100.0,1
12265,3,71362,2,3,0,3,186,0,6400.0,1
12266,4,43646,2,5,0,3,50,0,5200.0,0
12267,4,51868,2,5,0,3,67,0,4900.0,1
12268,3,42016,2,3,0,3,105,0,8000.0,1
12269,4,76975,2,6,0,3,80,0,4390.0,1
12270,3,79917,2,3,0,3,27,0,5120.0,0
12271,4,61914,2,3,0,3,72,0,5905.0,0
12272,6,71675,2,6,0,3,155,0,9005.0,0
12273,2,54050,2,3,0,3,130,0,7635.0,0
12274,2,67692,2,3,0,3,158,0,7935.0,0
12275,5,67691,2,21,3,3,4,0,7205.0,0
12276,5,72280,2,25,0,3,204,1,5090.0,2
12277,3,57433,2,3,0,3,130,0,6705.0,0
12278,4,62611,2,6,0,3,56,0,5205.0,1
12279,4,71151,2,24,0,3,265,1,6205.0,0
12280,4,58983,2,3,0,3,130,0,6035.0,0
12281,3,71364,2,21,3,3,17,0,7735.0,0
12282,2,49603,2,4,0,3,50,0,5705.0,0
12283,3,89942,2,6,0,3,131,0,6505.0,1
12284,3,70742,2,3,0,3,186,0,7205.0,0
12285,3,75448,2,6,0,3,132,0,6105.0,0
12286,3,59427,2,24,0,3,55,0,7105.0,0
12287,3,69736,2,3,0,3,21,0,6405.0,1
12288,4,46884,2,10,2,3,11,0,4890.0,0
12289,4,54224,2,10,2,3,22,1,6205.0,2
12290,3,50805,2,4,0,3,67,1,5305.0,2
12291,3,79556,2,6,0,3,132,0,6205.0,0
12292,3,54734,2,5,0,3,67,0,8435.0,0
12293,6,87174,2,29,3,3,39,0,8805.0,0
12294,4,43812,2,3,0,3,24,0,6205.0,0
12295,3,74073,2,5,0,3,114,0,7805.0,1
12296,5,78536,2,3,0,3,186,0,7805.0,0
12297,3,82577,2,3,0,3,131,0,8535.0,0
12298,4,87996,2,5,0,3,112,0,6705.0,0
12299,3,77768,2,6,0,3,132,0,6205.0,0
12300,4,44345,2,5,0,3,5,0,4790.0,0
12301,3,68875,2,3,0,3,158,0,7735.0,0
12302,2,68600,2,3,0,3,43,0,6935.0,0
12303,3,79332,2,4,0,3,114,0,4490.0,0
12304,3,52182,2,3,0,3,130,0,7935.0,0
12305,6,56339,2,5,0,3,113,0,5805.0,0
12306,4,73056,2,5,0,3,114,1,7135.0,2
12307,3,49823,2,3,0,3,105,0,8635.0,1
12308,5,69486,2,25,0,3,21,1,4390.0,0
12309,4,70697,2,24,0,3,186,0,7505.0,0
12310,5,80985,2,4,0,3,93,0,3690.0,0
12311,3,78022,2,3,0,3,195,0,6205.0,0
12312,6,86034,2,7,0,3,135,0,8405.0,0
12313,4,50696,2,10,2,3,22,0,5405.0,0
12314,3,60516,2,5,0,3,88,0,8735.0,0
12315,3,52343,2,3,0,3,130,0,7505.0,0
12316,4,58991,2,14,2,3,15,0,3890.0,0
12317,3,56299,2,6,0,3,81,0,6705.0,0
12318,2,71069,2,3,0,3,186,0,7435.0,0
12319,1,77207,2,3,0,3,186,0,7735.0,0
12320,2,86640,2,6,0,3,149,0,7005.0,0
12321,3,53320,2,25,0,3,94,0,7505.0,0
12322,3,79050,2,5,0,3,42,0,9605.0,0
12323,3,66452,2,3,0,3,21,0,8005.0,0
12324,4,80269,2,3,0,3,93,0,3090.0,0
12325,5,61668,2,3,0,3,158,0,5535.0,0
12326,4,60907,2,6,0,3,21,1,8405.0,2
12327,5,89181,2,8,3,3,9,0,9605.0,0
12328,4,63809,2,5,0,3,56,0,4790.0,0
12329,5,90640,2,3,0,3,179,0,9305.0,0
12330,3,77114,2,5,0,3,132,0,8005.0,0
12331,3,68089,2,3,0,3,43,0,6605.0,0
12332,4,77096,2,14,2,3,161,1,6805.0,0
12333,2,55916,2,24,0,3,34,0,7605.0,0
12334,1,47571,2,5,0,3,33,1,8005.0,0
12335,3,74180,2,24,0,3,97,0,7305.0,0
12336,3,54872,2,3,0,3,140,0,7705.0,0
12337,5,58963,2,6,0,3,42,0,7505.0,0
12338,1,47721,2,5,0,3,33,0,8005.0,0
12339,1,55017,2,4,0,3,67,1,8505.0,2
12340,3,81150,2,3,0,3,35,0,6305.0,0
12341,4,64675,2,4,0,3,88,0,4890.0,0
12342,7,79805,2,6,0,3,36,0,6405.0,0
12343,4,75723,2,3,0,3,80,0,7505.0,0
12344,5,70443,2,5,0,3,146,0,9405.0,0
12345,5,66463,2,6,0,3,43,0,9805.0,1
12346,5,47263,2,10,2,3,11,0,5905.0,1
12347,4,54043,2,14,2,3,2,0,5305.0,1
12348,4,35932,2,3,0,3,7,0,5305.0,1
12349,3,79673,2,6,0,3,42,0,7535.0,0
12350,2,57485,2,24,0,3,55,0,6305.0,0
12351,4,41383,2,5,0,3,50,0,7905.0,0
12352,3,74773,2,21,3,3,17,0,8105.0,1
12353,3,88841,2,6,0,3,35,0,7235.0,0
12354,3,75594,2,6,0,3,59,0,10720.0,3
12355,3,57399,2,25,0,3,15,0,5305.0,1
12356,4,57866,2,4,0,3,67,0,5605.0,1
12357,3,62699,2,24,0,3,158,0,6505.0,0
12358,5,86642,2,3,0,3,164,0,9305.0,0
12359,3,61988,2,14,2,3,4,0,5805.0,1
12360,5,68685,2,10,2,3,12,0,7205.0,0
12361,4,65300,2,4,0,3,88,0,8405.0,3
12362,6,72624,2,6,0,3,107,0,9605.0,0
12363,3,82851,2,3,0,3,35,0,4190.0,1
12364,1,51379,2,5,0,3,22,0,7605.0,1
12365,3,86349,2,21,3,3,20,0,8205.0,1
12366,8,83222,2,17,2,3,79,0,3690.0,1
12367,4,83698,2,3,0,3,70,0,5090.0,1
12368,2,72719,2,14,2,3,6,0,5805.0,1
12369,2,82948,2,6,0,3,35,0,7835.0,0
12370,3,84125,2,24,0,3,198,0,6205.0,0
12371,6,97151,2,3,0,3,205,0,9405.0,0
12372,6,91707,2,5,0,3,205,0,6205.0,0
12373,4,63710,2,3,0,3,158,0,5405.0,1
12374,4,56467,2,20,2,3,2,0,6905.0,1
12375,7,55419,2,10,2,3,49,0,5405.0,0
12376,6,63097,2,10,2,3,91,0,6405.0,0
12377,4,56080,2,3,0,3,55,0,7105.0,0
12378,4,79393,2,3,0,3,97,0,6305.0,0
12379,3,50150,2,4,0,3,67,0,5905.0,1
12380,6,74596,2,3,0,3,180,0,10220.0,0
12381,3,37217,2,14,2,3,7,0,6505.0,0
12382,4,88855,2,21,3,3,20,0,7005.0,1
12383,5,64856,2,5,0,3,12,0,3750.0,0
12384,6,79290,2,6,0,3,68,0,5205.0,0
12385,5,84097,2,17,2,3,70,0,5505.0,0
12386,2,82662,2,3,0,3,35,0,5905.0,1
12387,2,46531,2,4,0,3,50,0,5705.0,0
12388,5,72007,2,24,0,3,204,1,7605.0,2
12389,4,64626,2,5,0,3,88,0,8405.0,1
12390,5,52102,2,3,0,3,42,1,7905.0,0
12391,4,42809,2,25,0,3,11,0,6705.0,0
12392,5,70541,2,6,0,3,80,1,7300.0,0
12393,4,77618,2,5,0,3,146,0,6700.0,1
12394,6,66685,2,6,0,3,173,0,6300.0,0
12395,4,58764,2,3,0,3,42,0,5800.0,1
12396,4,71233,2,13,0,3,161,0,8850.0,0
12397,4,60471,2,3,0,3,56,0,5300.0,1
12398,4,46766,2,3,0,3,33,1,5800.0,2
12399,4,74073,2,6,0,3,161,1,8100.0,0
12400,7,67265,2,3,0,3,187,0,6900.0,0
12401,6,67841,2,3,0,3,187,0,7800.0,0
12402,4,68383,2,3,0,3,56,0,5600.0,1
12403,5,62685,2,6,0,3,133,0,7300.0,0
12404,4,66148,2,5,0,3,88,0,7805.0,0
12405,2,46271,2,25,0,3,40,0,9405.0,1
12406,5,36860,2,4,0,3,37,0,5405.0,0
12407,3,75045,2,14,2,3,27,1,7305.0,2
12408,3,72960,2,24,0,3,186,0,6605.0,0
12409,5,74769,2,24,0,3,186,1,7205.0,0
12410,3,67989,2,4,0,3,116,0,7705.0,1
12411,4,41730,2,4,0,3,33,0,5405.0,0
12412,4,55809,2,4,0,3,67,0,6205.0,0
12413,4,68574,2,6,0,3,103,0,6005.0,1
12414,1,51814,2,4,0,3,42,0,9005.0,1
12415,5,66817,2,25,0,3,21,0,4690.0,1
12416,3,71179,2,3,0,3,186,0,7305.0,0
12417,4,88413,2,3,0,3,149,1,8105.0,0
12418,2,44689,2,5,0,3,5,0,10820.0,0
12419,3,86131,2,6,0,3,164,0,8005.0,0
12420,5,78259,2,3,0,3,97,0,4890.0,0
12421,4,57989,2,5,0,3,67,0,8805.0,0
12422,6,89566,2,3,0,3,135,0,9505.0,0
12423,3,66710,2,5,0,3,88,0,5705.0,0
12424,3,68842,2,25,0,3,21,0,6505.0,1
12425,3,58641,2,3,0,3,34,0,6705.0,0
12426,4,78744,2,6,0,3,132,0,7905.0,0
12427,5,74828,2,6,0,3,59,0,10520.0,3
12428,3,77533,2,14,2,3,6,0,4190.0,1
12429,4,66365,2,21,3,3,4,0,6305.0,1
12430,3,36674,2,5,0,3,54,0,7205.0,0
12431,5,75994,2,3,0,3,97,0,11120.0,0
12432,4,60890,2,14,2,3,133,1,7505.0,0
12433,5,79697,2,3,0,3,80,0,3090.0,1
12434,6,45785,2,5,0,3,35,0,4440.0,0
12435,3,55250,2,5,0,3,55,0,10105.0,0
12436,4,88957,2,3,0,3,131,0,8105.0,0
12437,3,78419,2,4,0,3,146,0,5905.0,1
12438,3,78760,2,10,2,3,27,0,7205.0,0
12439,5,79542,2,3,0,3,186,0,8005.0,0
12440,4,58480,2,5,0,3,67,0,10220.0,0
12441,6,74608,2,5,0,3,124,0,7005.0,0
12442,6,87357,2,6,0,3,79,0,4890.0,0
12443,4,44537,2,6,0,3,18,0,5205.0,0
12444,3,79086,2,5,0,3,80,1,4690.0,2
12445,3,66076,2,3,0,3,43,0,7300.0,1
12446,4,81764,2,3,0,3,209,0,6900.0,1
12447,3,64480,2,3,0,3,43,0,7500.0,1
12448,5,71932,2,5,0,3,17,0,4090.0,0
12449,2,60498,2,3,0,3,43,0,6335.0,0
12450,3,49343,2,4,0,3,50,0,7605.0,1
12451,1,68900,2,3,0,3,43,0,7335.0,0
12452,4,55336,2,5,0,3,81,0,8405.0,0
12453,2,65742,2,24,0,3,43,1,7705.0,0
12454,2,45345,2,5,0,3,50,1,9605.0,2
12455,2,76705,2,6,0,3,80,0,4890.0,0
12456,3,75823,2,6,0,3,27,0,6205.0,0
12457,2,38919,2,25,0,3,7,0,6405.0,1
12458,3,83290,2,6,0,3,35,0,9205.0,0
12459,2,70456,2,6,0,3,132,0,7535.0,0
12460,4,66546,2,7,0,3,56,0,9405.0,0
12461,1,44367,2,4,0,3,50,0,6305.0,0
12462,3,57901,2,24,0,3,130,0,6805.0,0
12463,4,89177,2,6,0,3,70,0,9190.0,0
12464,1,49599,2,4,0,3,50,0,5905.0,0
12465,2,49816,2,3,0,3,24,0,7135.0,0
12466,3,60400,2,3,0,3,21,0,5405.0,0
12467,2,64606,2,3,0,3,43,0,6935.0,0
12468,1,48852,2,14,2,3,1,0,6405.0,0
12469,3,36694,2,4,0,3,37,1,6205.0,2
12470,2,71275,2,6,0,3,80,0,4875.0,0
12471,4,54325,2,6,0,3,42,0,5305.0,0
12472,3,82437,2,3,0,3,198,1,6105.0,2
12473,3,52294,2,4,0,3,42,1,4990.0,0
12474,1,50151,2,4,0,3,67,0,5605.0,0
12475,1,44763,2,5,0,3,18,0,6905.0,0
12476,2,74440,2,3,0,3,59,0,6535.0,0
12477,1,54073,2,4,0,3,67,0,5605.0,0
12478,4,73829,2,10,2,3,17,0,6905.0,0
12479,2,54226,2,4,0,3,67,0,5205.0,0
12480,4,39506,2,4,0,3,37,0,5205.0,0
12481,3,71248,2,25,0,3,114,0,8105.0,0
12482,6,66287,2,24,0,3,177,0,3790.0,0
12483,6,68102,2,13,0,3,12,0,6105.0,0
12484,5,87672,2,5,0,3,131,1,4190.0,0
12485,4,77325,2,4,0,3,114,0,8105.0,0
12486,4,53748,2,3,0,3,34,0,7350.0,0
12487,4,69378,2,5,0,3,116,0,9105.0,1
12488,2,73799,2,3,0,3,27,0,5650.0,0
12489,5,58463,2,3,0,3,130,1,5250.0,2
12490,3,74011,2,3,0,3,27,0,5550.0,1
12491,5,77816,2,6,0,3,59,0,9905.0,1
12492,3,74350,2,24,0,3,97,0,5905.0,0
12493,4,64567,2,24,0,3,72,1,6205.0,0
12494,2,49997,2,4,0,3,33,0,7505.0,0
12495,4,43290,2,4,0,3,50,0,5405.0,1
12496,2,52254,2,5,0,3,22,1,7005.0,2
12497,5,64778,2,3,0,3,72,0,5605.0,0
12498,5,74573,2,3,0,3,146,1,10520.0,0
12499,5,59147,2,3,0,3,130,1,4835.0,2
12500,2,51232,2,5,0,3,22,0,6405.0,0
12501,3,78752,2,6,0,3,132,0,7550.0,0
12502,4,73181,2,5,0,3,114,0,9305.0,0
12503,6,62801,2,6,0,3,31,1,3175.0,0
12504,3,46816,2,3,0,3,24,1,6650.0,0
12505,5,69762,2,6,0,3,103,1,4990.0,2
12506,4,91193,2,5,0,3,179,0,9505.0,1
12507,4,75756,2,5,0,3,114,0,9005.0,0
12508,7,84321,2,8,3,3,39,0,9005.0,0
12509,2,75369,2,3,0,3,186,0,7605.0,0
12510,5,38711,2,5,0,3,37,1,8905.0,2
12511,2,55465,2,21,3,3,8,0,7805.0,0
12512,3,58986,2,3,0,3,34,0,6450.0,1
12513,6,78422,2,6,0,3,59,0,10005.0,0
12514,2,39262,2,24,0,3,19,0,7705.0,0
12515,2,37117,2,24,0,3,19,0,7705.0,0
12516,5,63016,2,5,0,3,116,0,11020.0,0
12517,8,93842,2,7,0,3,151,0,5905.0,0
12518,3,79618,2,24,0,3,186,0,6430.0,0
12519,5,45490,2,4,0,3,50,1,4990.0,0
12520,4,63492,2,3,0,3,21,0,5905.0,0
12521,6,75904,2,7,0,3,146,0,9205.0,0
12522,4,73314,2,6,0,3,80,0,4090.0,0
12523,5,77813,2,5,0,3,146,0,9705.0,0
12524,4,80305,2,24,0,3,198,0,6050.0,0
12525,6,55249,2,17,2,3,34,1,7605.0,2
12526,4,76927,2,5,0,3,80,0,5090.0,0
12527,4,55102,2,10,2,3,2,0,4990.0,0
12528,7,68927,2,3,0,3,187,1,4990.0,2
12529,4,31411,2,14,2,3,7,0,6605.0,0
12530,4,69116,2,24,0,3,158,0,7105.0,0
12531,5,47121,2,24,0,3,125,0,4190.0,0
12532,4,46599,2,6,0,3,11,0,7605.0,0
12533,6,74944,2,3,0,3,80,0,6805.0,0
12534,4,78925,2,14,2,3,6,0,3690.0,0
12535,3,48330,2,14,2,3,1,0,6505.0,0
12536,3,64259,2,3,0,3,158,0,8005.0,0
12537,4,59877,2,3,0,3,94,0,10720.0,0
12538,4,68481,2,24,0,3,158,0,7205.0,0
12539,6,72749,2,25,0,3,27,0,4190.0,0
12540,6,63093,2,7,0,3,116,0,10920.0,0
12541,4,71169,2,6,0,3,80,0,4690.0,0
12542,4,63547,2,25,0,3,88,0,7905.0,1
12543,7,62001,2,6,0,3,75,0,5405.0,0
12544,4,72076,2,6,0,3,80,1,4690.0,2
12545,3,83885,2,24,0,3,112,0,6805.0,0
12546,2,43489,2,25,0,3,40,0,9005.0,0
12547,5,37097,2,5,0,3,13,0,9105.0,0
12548,7,66350,2,10,2,3,91,1,5605.0,0
12549,2,41345,2,24,0,3,40,0,8005.0,0
12550,5,57036,2,5,0,3,42,0,5090.0,0
12551,6,73517,2,5,0,3,146,0,10820.0,0
12552,4,77343,2,3,0,3,97,0,6405.0,0
12553,2,41731,2,25,0,3,40,0,9005.0,0
12554,5,71794,2,17,2,3,59,1,6205.0,0
12555,3,70991,2,5,0,3,17,0,8905.0,0
12556,4,47224,2,14,2,3,1,0,5805.0,0
12557,4,76934,2,3,0,3,186,0,7405.0,0
12558,5,56018,2,5,0,3,22,0,11520.0,2
12559,5,49106,2,25,0,3,11,0,6155.0,0
12560,4,49893,2,3,0,3,105,0,7805.0,0
12561,4,93125,2,5,0,3,148,0,8605.0,0
12562,5,65429,2,1,0,3,247,0,6405.0,1
12563,6,69875,2,8,3,3,12,1,8305.0,2
12564,2,55862,2,24,0,3,55,0,8605.0,0
12565,4,66014,2,4,0,3,88,0,10005.0,1
12566,5,70542,2,3,0,3,17,0,5205.0,0
12567,4,67920,2,3,0,3,21,0,4190.0,0
12568,5,35351,2,24,0,3,30,0,7605.0,0
12569,3,77255,2,18,0,3,42,0,7650.0,1
12570,4,87124,2,5,0,3,164,0,6705.0,0
12571,6,47524,2,6,0,3,33,1,7490.0,0
12572,3,55560,2,24,0,3,55,0,8305.0,2
12573,3,57685,2,24,0,3,130,0,7305.0,0
12574,4,65012,2,3,0,3,72,0,6805.0,0
12575,7,83706,2,7,0,3,217,0,8605.0,1
12576,3,75313,2,5,0,3,146,0,7705.0,0
12577,3,76593,2,3,0,3,186,0,7205.0,1
12578,5,86988,2,24,0,3,198,0,5905.0,0
12579,3,72680,2,5,0,3,114,0,9930.0,0
12580,5,54040,2,3,0,3,130,0,6505.0,0
12581,6,87821,2,3,0,3,149,1,9105.0,0
12582,4,68957,2,14,2,3,88,0,7705.0,0
12583,4,51247,2,4,0,3,42,0,5305.0,1
12584,3,75466,2,5,0,3,42,1,6605.0,1
12585,3,85859,2,6,0,3,149,0,7530.0,0
12586,3,78007,2,6,0,3,132,0,7730.0,0
12587,4,75134,2,5,0,3,114,0,9530.0,1
12588,4,84608,2,24,0,3,209,0,7005.0,1
12589,4,75801,2,17,2,3,97,0,8005.0,1
12590,5,34394,2,14,2,3,0,1,5505.0,2
12591,4,81741,2,25,0,3,35,0,4990.0,1
12592,6,74169,2,4,0,3,80,0,4590.0,0
12593,6,73300,2,3,0,3,265,0,4990.0,0
12594,3,70921,2,3,0,3,80,0,9305.0,0
12595,4,75181,2,20,2,3,6,0,8005.0,1
12596,4,50219,2,6,0,3,42,0,6605.0,0
12597,3,89338,2,18,0,3,112,0,7930.0,0
12598,8,84615,2,7,0,3,154,1,7605.0,0
12599,3,81453,2,5,0,3,131,0,9730.0,1
12600,4,87483,2,10,2,3,35,0,7205.0,0
12601,4,71032,2,24,0,3,97,0,7850.0,0
12602,3,76219,2,6,0,3,132,0,7805.0,0
12603,2,80171,2,3,0,3,198,0,8350.0,1
12604,6,70292,2,4,0,3,114,1,8290.0,2
12605,4,80365,2,6,0,3,149,0,6630.0,0
12606,7,78370,2,13,0,3,52,0,7205.0,0
12607,6,72440,2,5,0,3,17,0,4190.0,1
12608,3,75914,2,24,0,3,97,0,7150.0,0
12609,4,62336,2,13,0,3,12,0,8305.0,0
12610,3,79453,2,3,0,3,186,0,8205.0,0
12611,4,79265,2,1,0,3,132,0,8105.0,1
12612,3,70915,2,14,2,3,27,0,6705.0,1
12613,4,56793,2,3,0,3,130,0,7705.0,0
12614,6,73356,2,6,0,3,59,0,10105.0,0
12615,5,45199,2,17,2,3,40,0,9005.0,0
12616,4,79133,2,6,0,3,132,0,6830.0,0
12617,5,79782,2,4,0,3,97,0,6630.0,0
12618,4,87864,2,4,0,3,131,0,9405.0,0
12619,5,79267,2,10,2,3,17,0,7605.0,0
12620,6,65963,2,3,0,3,56,0,8205.0,0
12621,5,79908,2,17,2,3,97,0,8405.0,0
12622,5,72289,2,6,0,3,42,0,6850.0,0
12623,6,77235,2,5,0,3,80,0,5090.0,0
12624,4,60866,2,10,2,3,21,0,9005.0,0
12625,2,88463,2,13,0,3,149,0,8420.0,0
12626,2,88362,2,5,0,3,20,0,9220.0,0
12627,4,81807,2,5,0,3,131,0,8620.0,1
12628,7,74815,2,1,0,3,259,1,7405.0,2
12629,6,66737,2,6,0,3,21,0,7005.0,0
12630,5,77851,2,25,0,3,114,0,8205.0,0
12631,3,51006,2,6,0,3,15,0,8190.0,0
12632,5,85359,2,17,2,3,112,0,6705.0,1
12633,4,85619,2,6,0,3,51,0,5630.0,1
12634,5,86081,2,17,2,3,70,0,6705.0,0
12635,5,98861,2,5,0,3,108,0,4790.0,0
12636,4,54333,2,3,0,3,130,1,7905.0,2
12637,5,85380,2,4,0,3,93,1,5605.0,0
12638,4,68794,2,25,0,3,116,0,7850.0,1
12639,7,85330,2,3,0,3,191,0,9105.0,0
12640,3,63097,2,3,0,3,21,0,7605.0,1
12641,5,80854,2,5,0,3,164,0,10420.0,3
12642,4,79941,2,3,0,3,195,1,7705.0,2
12643,4,80065,2,3,0,3,198,1,9305.0,0
12644,5,50220,2,6,0,3,15,0,9405.0,1
12645,4,87820,2,3,0,3,70,0,6400.0,1
12646,7,66972,2,13,0,3,75,0,8000.0,0
12647,4,43532,2,3,0,3,105,1,8000.0,2
12648,5,68614,2,5,0,3,116,0,6600.0,2
12649,4,74548,2,3,0,3,59,0,6700.0,2
12650,7,34573,2,3,0,3,236,0,5600.0,1
12651,4,59926,2,3,0,3,34,0,7100.0,2
12652,3,91801,2,3,0,3,85,0,6000.0,2
12653,7,73785,2,13,0,3,90,0,7500.0,2
12654,5,30505,2,3,0,3,23,0,6000.0,2
12655,4,66948,2,3,0,3,43,0,7300.0,2
12656,3,66132,2,3,0,3,43,0,6700.0,2
12657,3,83482,2,3,0,3,70,0,6100.0,1
12658,2,85353,2,3,0,3,209,0,7500.0,2
12659,3,60740,2,3,0,3,43,0,7200.0,2
12660,3,66356,2,3,0,3,72,0,7300.0,1
12661,3,60798,2,3,0,3,72,0,7300.0,1
12662,3,64887,2,3,0,3,170,0,7000.0,1
12663,6,79835,2,3,0,3,265,0,5700.0,1
12664,3,68564,2,3,0,3,72,0,6900.0,2
12665,3,46179,2,3,0,3,24,0,7300.0,1
12666,3,61925,2,3,0,3,43,0,7200.0,1
12667,5,73164,2,5,0,3,146,0,6300.0,2
12668,4,66691,2,3,0,3,43,0,7000.0,1
12669,4,80731,2,3,0,3,70,0,6500.0,0
12670,3,63898,2,3,0,3,158,0,7500.0,2
12671,4,80862,2,3,0,3,70,0,6000.0,2
12672,6,66705,2,6,0,3,56,0,6200.0,2
12673,4,58218,2,3,0,3,34,0,7200.0,0
12674,8,49937,2,6,0,3,43,0,5900.0,0
12675,3,77580,2,3,0,3,59,0,6400.0,2
12676,4,76482,2,3,0,3,59,0,6800.0,2
12677,3,75341,2,3,0,3,59,0,6000.0,2
12678,2,85486,2,3,0,3,209,0,7900.0,2
12679,4,87562,2,3,0,3,209,0,7000.0,2
12680,4,84050,2,3,0,3,70,0,6700.0,1
12681,3,73528,2,3,0,3,195,0,7000.0,2
12682,4,53714,2,3,0,3,34,0,6100.0,1
12683,4,55558,2,3,0,3,34,0,7100.0,0
12684,5,75881,2,3,0,3,80,0,5900.0,1
12685,3,91557,2,3,0,3,85,0,5600.0,1
12686,3,75281,2,3,0,3,195,0,7500.0,2
12687,5,90942,2,5,0,3,179,0,8500.0,2
12688,6,68979,2,3,0,3,258,0,5400.0,2
12689,4,82524,2,3,0,3,70,0,6600.0,0
12690,4,80278,2,3,0,3,70,0,7000.0,0
12691,3,74125,2,3,0,3,97,0,6700.0,1
12692,3,75273,2,3,0,3,195,0,7500.0,1
12693,5,74257,2,3,0,3,80,1,7500.0,2
12694,3,82884,2,3,0,3,112,0,6600.0,2
12695,5,62502,2,3,0,3,158,0,6005.0,3
12696,4,89177,2,4,0,3,131,1,5805.0,1
12697,7,96301,2,24,0,3,273,0,5305.0,0
12698,5,88719,2,5,0,3,51,0,10220.0,0
12699,3,91323,2,3,0,3,211,1,9930.0,2
12700,5,95974,2,4,0,3,108,0,4790.0,0
12701,4,68105,2,20,2,3,4,0,7505.0,0
12702,4,83097,2,24,0,3,70,1,6905.0,1
12703,4,79961,2,3,0,3,195,1,7705.0,1
12704,5,42025,2,5,0,3,33,0,8205.0,0
12705,3,62020,2,24,0,3,43,0,7405.0,0
12706,3,60239,2,17,2,3,72,0,8905.0,0
12707,3,37815,2,14,2,3,7,0,7505.0,1
12708,3,50252,2,4,0,3,67,0,6105.0,1
12709,2,81667,2,4,0,3,131,0,10335.0,1
12710,6,66923,2,10,2,3,31,0,4490.0,1
12711,4,61822,2,3,0,3,21,0,6905.0,1
12712,2,52156,2,5,0,3,42,0,8505.0,1
12713,5,85004,2,5,0,3,164,1,7505.0,2
12714,3,31886,2,25,0,3,30,0,9305.0,0
12715,2,81557,2,3,0,3,198,0,7930.0,1
12716,5,87655,2,21,3,3,20,0,7305.0,1
12717,2,87483,2,5,0,3,131,0,9830.0,1
12718,3,90078,2,3,0,3,167,0,9005.0,0
12719,2,81208,2,3,0,3,198,0,8130.0,1
12720,2,75799,2,3,0,3,186,0,8230.0,0
12721,2,67953,2,5,0,3,31,0,6405.0,1
12722,2,79302,2,3,0,3,186,0,7630.0,0
12723,2,71577,2,3,0,3,186,0,8130.0,0
12724,2,46311,2,24,0,3,24,0,8830.0,1
12725,4,46127,2,6,0,3,33,0,4790.0,1
12726,2,83569,2,5,0,3,93,0,6405.0,1
12727,5,72107,2,21,3,3,17,1,6905.0,2
12728,5,58312,2,6,0,3,42,0,4790.0,1
12729,6,75186,2,6,0,3,132,0,5090.0,0
12730,4,91188,2,3,0,3,85,0,5705.0,1
12731,7,81191,2,24,0,3,217,1,3790.0,0
12732,3,64674,2,3,0,3,88,0,9730.0,0
12733,2,84478,2,3,0,3,35,0,7330.0,0
12734,3,76531,2,4,0,3,114,0,9430.0,0
12735,1,85940,2,5,0,3,164,0,8730.0,0
12736,2,80971,2,5,0,3,93,0,7320.0,1
12737,5,79315,2,5,0,3,80,0,4690.0,0
12738,4,50850,2,10,2,3,15,0,7905.0,0
12739,4,72969,2,1,0,3,132,1,7430.0,1
12740,4,74649,2,4,0,3,114,0,9405.0,0
12741,6,72167,2,20,2,3,6,0,6205.0,0
12742,4,81317,2,24,0,3,198,0,7205.0,0
12743,3,77906,2,20,2,3,6,0,7705.0,1
12744,3,72668,2,3,0,3,97,0,7005.0,1
12745,5,69280,2,24,0,3,72,0,6405.0,0
12746,5,53656,2,25,0,3,15,0,5505.0,0
12747,3,59191,2,20,2,3,2,0,8205.0,1
12748,2,89287,2,6,0,3,112,0,8430.0,0
12749,2,81691,2,4,0,3,164,0,8530.0,1
12750,3,87967,2,3,0,3,149,0,8830.0,0
12751,2,83171,2,3,0,3,198,0,7430.0,1
12752,6,83136,2,3,0,3,93,0,8305.0,1
12753,6,86679,2,4,0,3,93,0,3690.0,0
12754,4,64293,2,25,0,3,116,0,7705.0,0
12755,4,63210,2,4,0,3,88,0,9205.0,3
12756,3,43590,2,5,0,3,18,0,6105.0,1
12757,5,87415,2,3,0,3,198,0,9005.0,0
12758,5,67719,2,17,2,3,43,0,7805.0,0
12759,2,59436,2,14,2,3,15,0,6605.0,1
12760,4,82478,2,21,3,3,20,0,7805.0,1
12761,2,79914,2,3,0,3,186,0,8330.0,1
